,Plant ID,Botanical Name,Common Name,Plant Type,Water Needs,min_water_consumption,max_water_consumption,Climate Zones,Light Needs,Soil Type,Maintenance,Flower colour,Foliage Colour,Perfume,Aromatic,Edible,Bore water Tolerance,Frost Tolerance,Image Location
3245,3302.0,Pavonia x gledhillii,Pavonia,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Medium,red,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3302_pavonia_x_gledhillii.jpg
3246,3303.0,Pedilanthus tithymaloides 'Peacock',Peacock Jacob's Ladder,Succulent,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",Low,Pink,Light green and yellow,Unknown,Unknown,Unknown,Unknown,Unknown,
3247,3304.0,Pedilanthus tithymaloides 'Variegata',Jacob's Ladder,Succulent,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",Low,Pink,Light green and red,Unknown,Unknown,Unknown,Unknown,Unknown,
3248,3305.0,Pelagodoxa henryana,Pelagodoxa Palm,Palms and Cycads,1400 to 2000mm,1400.0,2000.0,Humid Tropical,Semi-shade,Loam,Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
3249,3306.0,Pelargonium crispum,Lemon Scented Geranium,"Herb,Perennial",600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Medium,Pink,Mid green,Unknown,Unknown,Unknown,Yes,Unknown,
3250,3307.0,Pelargonium domesticum,Geranium,Perennial,600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Medium,Pink and white,Mid green,Unknown,Unknown,Unknown,Yes,Medium,
3251,3308.0,Pelargonium peltatum 'Pink',Pink Ivy Geranium,Perennial,600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Medium,Pink,Mid green,Unknown,Unknown,Unknown,Yes,Unknown,
3252,3309.0,Pelargonium peltatum 'Purple',Purple Ivy Geranium,Perennial,600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Medium,Purple,Mid green,Unknown,Unknown,Unknown,Yes,Unknown,
3253,3310.0,Pelargonium peltatum 'Trophy',Ivy Geranium,Perennial,600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Medium,Pink,Mid green,Unknown,Unknown,Unknown,Yes,Unknown,
3254,3311.0,Pelargonium peltatum 'Victorville',Ivy Geranium,Perennial,600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Medium,Pink,Mid green,Unknown,Unknown,Unknown,Yes,Unknown,
3255,3312.0,Pellaea falcata,Sickle Fern,Fern,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Temperate",Semi-shade,Loam,Low,,Light green,Unknown,Unknown,Unknown,Unknown,Medium,images3312_pelfal.jpg
3256,3313.0,Pellaea rotundifolia,Money Fern,Fern,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Temperate",Semi-shade,"Sand,Loam",Low,,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3313_pellaea_rotundifolia.jpg
3257,3314.0,Pellaea viridis var. macrophylla,Cliff Brake Fern,Fern,600 to 900mm,600.0,900.0,"Humid Subtropical,Temperate",Semi-shade,Loam,Low,,Light green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3314_pellaea_viridis_var_macrophylla.jpg
3258,3315.0,Petalostigma pubescens,Qunine Tree,Small Tree,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical",Sun,"Sand,Loam,Clay",Medium,Insignificant,Light green,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.anbg.gov.au/photo/apii/name/Petalostigma+pubescens%25
3259,3316.0,Peltophorum africanum,African Yellow Poinciana,Tree,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",Low,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
3260,3317.0,Peltophorum dubium,Brazilian Yellow Poinciana,Tree,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",Low,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3317_peltophorum_dubium.jpg
3261,3318.0,Peltophorum pterocarpum,Yellow Poinciana,Tree,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",Low,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3318_pelpte_peltophorum_pterocarpum.jpg
3262,3319.0,Pennisetum advena 'Rubra',Bronze Foxtail Grass,Grass,300 to 600mm,300.0,600.0,"Humid Subtropical,Temperate",Sun,"Sand,Loam,Clay",Low,Pink,Bronze,Unknown,Unknown,Unknown,Unknown,Unknown,
3263,3320.0,Pennisetum advena 'Dwarf',Dwarf Bronze Foxtail Grass,Grass,600 to 900mm,600.0,900.0,"Humid Subtropical,Temperate",Sun,"Sand,Loam,Clay",Low,Pink,Bronze,Unknown,Unknown,Unknown,Unknown,Light,
3264,3321.0,Pennisetum alopecuroides,Foxtail Grass,Grass,600 to 900mm,600.0,900.0,"Humid Subtropical,Temperate",Sun,"Sand,Loam,Clay",Medium,Lavender,Light green,Unknown,Unknown,Unknown,Unknown,Light,
3265,3322.0,Pennisetum alopecuroides 'Black Lea',Black Foxtail Grass,Grass,600 to 900mm,600.0,900.0,"Humid Subtropical,Temperate",Sun,"Sand,Loam,Clay",Medium,Lavender,Light green,Unknown,Unknown,Unknown,Unknown,Light,
3266,3323.0,Pennisetum alopecuroides 'Cream Lea',Cream Foxtail Grass,Grass,600 to 900mm,600.0,900.0,"Humid Subtropical,Temperate",Sun,"Sand,Loam,Clay",Medium,Lavender,Light green,Unknown,Unknown,Unknown,Unknown,Light,
3267,3324.0,Pennisetum alopecuroides 'Nafray',Narrow Leaf Foxtail Grass,Grass,600 to 900mm,600.0,900.0,"Humid Subtropical,Temperate",Sun,"Sand,Loam,Clay",Medium,Lavender,Light green,Unknown,Unknown,Unknown,Unknown,Light,images/3324_pennisetum_nafray.jpg
3268,3326.0,Pennisetum alopecuroides 'Purple Leaf',Purple Foxtail Grass,Grass,600 to 900mm,600.0,900.0,"Humid Subtropical,Temperate",Sun,"Sand,Loam,Clay",Medium,Lavender,Light green,Unknown,Unknown,Unknown,Unknown,Light,
3269,3327.0,Pennisetum alopecuroides 'Kang-net',Dwarf Foxtail Grass,Grass,600 to 900mm,600.0,900.0,"Humid Subtropical,Temperate",Sun,"Sand,Loam,Clay",Medium,Lavender,Light green,Unknown,Unknown,Unknown,Unknown,Light,
3270,3328.0,Pennisetum macrostachys 'Atropurpureum',Giant Purple Grass,Grass,600 to 900mm,600.0,900.0,Humid Subtropical,Sun,"Sand,Loam,Clay",Medium,Pink,Bronze,Unknown,Unknown,Unknown,Unknown,Unknown,
3271,3329.0,Pentalinon luteum,Sundial Mandevilla,Climber,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical",Sun,"Sand,Loam",Medium,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
3272,3330.0,Pentas coccinea,Red Pentas,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",Medium,Red,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3330_pentas_coccinea.jpg
3273,3331.0,Pentas lanceolata,Pink Pentas,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",Medium,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3331_pentas_lanceolata.jpg
3274,3332.0,Pentas lanceolata 'Buderim Blue',Buderim Blue Pentas,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",Medium,Blue,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3332_pentas_lanceolata_buderim_blue.jpg
3275,3333.0,Pentas lanceolata 'Candy Stripe',Pink Stripe Pentas,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",Medium,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
3276,3334.0,Pentas lanceolata 'White',White Pentas,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",Medium,White,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3334_pentas_lanceolata_white.jpg
3277,3335.0,Peperomia argyreia,Watermelon Peperomia,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",Low,Insignificant,Silver and dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3335_peperomia_argyreia.jpg
3278,3336.0,Peperomia blanda var. floribunda,Native Peperomia,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",Low,Insignificant,Mid green and dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
3279,3337.0,Peperomia caperata,Peperomia,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
3280,3338.0,Peperomia clusiifolia,Clusia Leaved Peperomia,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",Low,Insignificant,Grey-green,Unknown,Unknown,Unknown,Unknown,Unknown,
3281,3339.0,Peperomia clusiifolia 'Jeli',Jellybean Peperomia,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",Low,Insignificant,"Green, yellow and red",Unknown,Unknown,Unknown,Unknown,Unknown,
3282,3340.0,Peperomia fraseri,Flowering Peperomia,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade","Sand,Loam",Low,White,Dark green,Unknown,Unknown,No,Unknown,Unknown,
3283,3341.0,Peperomia glabella,Ivy Leaved Peperomia,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",Low,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
3284,3342.0,Peperomia glabella 'Variegata',Ivy Leaved Peperomia,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",Low,Insignificant,Grey-green and yellow,Unknown,Unknown,Unknown,Unknown,Unknown,
3285,3343.0,Peperomia griseoargentea,Peperomia,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",Low,Insignificant,Grey-green,Unknown,Unknown,Unknown,Unknown,Unknown,
3286,3344.0,Peperomia hoffmannii,Peperomia,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",Low,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
3287,3345.0,Peperomia incana,Silver Leaved Peperomia,Perennial,600 to 900mm,600.0,900.0,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",Low,Insignificant,Grey-green,Unknown,Unknown,Unknown,Unknown,Unknown,
3288,3346.0,Peperomia leptostachya,Rock Peperomia,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade","Sand,Loam",Low,Insignificant,Dark green and red,Unknown,Unknown,Unknown,Unknown,Unknown,
3289,3347.0,Peperomia magnoliifolia,Magnolia Leaf Peperomia,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade","Sand,Loam",Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
3290,3348.0,Peperomia magnoliifolia 'Golden Gate',Magnolia Leaf Peperomia,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade","Sand,Loam",Low,Insignificant,Mid green and yellow,Unknown,Unknown,Unknown,Unknown,Unknown,
3291,3349.0,Peperomia magnoliifolia 'Green and Gold',Magnolia Leaf Peperomia,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade","Sand,Loam",Low,Insignificant,Mid green and yellow,Unknown,Unknown,Unknown,Unknown,Unknown,
3292,3350.0,Peperomia magnoliifolia 'Variegata',Magnolia Leaf Peperomia,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade","Sand,Loam",Low,Insignificant,Mid green and yellow,Unknown,Unknown,Unknown,Unknown,Unknown,images/3350_peperomia_magnoliifolia_variegata.jpg
3293,3351.0,Peperomia marmorata,Peperomia,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade","Sand,Loam",Low,Insignificant,Silver and dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
3294,3352.0,Peperomia obtusifolia,Peperomia,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade","Sand,Loam",Low,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3352_peperomia_obtusifolia.jpg
3295,3353.0,Peperomia rotundifolia,Peperomia,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade","Sand,Loam",Low,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
3296,3354.0,Peperomia rubella,Peperomia,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",Low,Insignificant,Dark green and red,Unknown,Unknown,Unknown,Unknown,Unknown,
3297,3355.0,Peperomia scandens 'Variegata',Variegated Peperomia,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",Low,Insignificant,Grey-green and yellow,Unknown,Unknown,Unknown,Unknown,Unknown,
3298,3356.0,Peperomia serpens,Peperomia,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",Low,Insignificant,Mid green and dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
3299,3357.0,Peperomia tetraphylla,Four Leaved Pepper Plant,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",Low,Insignificant,Mid green and dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3357_peptet.jpg
3300,3358.0,Pereskia aculeata 'Godseffiana',Golden Barbados Cherry,Climber,300 to 600mm,300.0,600.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",Medium,,Yellow and green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3358_pereskia_aculeata_godseffiana.jpg
3301,3359.0,Pereskia bleo,Rose Leaf Cactus,Shrub,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",Low,Red,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
3302,3360.0,Perilla frutescens,Perilla,"Annual,Herb",1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,High,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3360_perilla_frutescens.jpg
3303,3361.0,Peristrophe speciosa,Violet Mint,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
3304,3362.0,Peristrophe speciosa 'Variegata',Variegated Violet Mint,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Pink,Mid green and yellow,Unknown,Unknown,Unknown,Unknown,Unknown,
3305,3363.0,Persea americana,Avocado Tree,"Fruit,Tree",900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical,Temperate",Sun,Loam,Medium,Insignificant,Dark green,Unknown,Unknown,Yes,Unknown,Unknown,images/3363_permae_persea_americana.jpg
3306,3364.0,Persea americana 'Fuerte',Fuerte Avocado Tree,"Fruit,Tree",900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical,Temperate",Sun,Loam,Medium,Insignificant,Dark green,Unknown,Unknown,Yes,Unknown,Unknown,
3307,3365.0,Persea americana 'Hass',Hass Avocado Tree,"Fruit,Tree",900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical,Temperate",Sun,Loam,Medium,Insignificant,Dark green,Unknown,Unknown,Yes,Unknown,Unknown,
3308,3366.0,Persea americana 'Rincon',Rincon Avocado Tree,"Fruit,Tree",900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical,Temperate",Sun,Loam,Medium,Insignificant,Dark green,Unknown,Unknown,Yes,Unknown,Unknown,
3309,3367.0,Persea americana 'Sharwil',Sharwil Avocado Tree,"Fruit,Tree",900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical,Temperate",Sun,Loam,Medium,Insignificant,Dark green,Unknown,Unknown,Yes,Unknown,Unknown,
3310,3368.0,Persea americana 'Wurtz',Wurtz Avocado Tree,"Fruit,Tree",900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical,Temperate",Sun,Loam,Medium,Insignificant,Dark green,Unknown,Unknown,Yes,Unknown,Unknown,
3311,3369.0,Persicaria decipiens,Smartweed,Perennial,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,Medium,Pink,Mid green and dark green,Unknown,Unknown,Yes,Unknown,Unknown,images/3369_perdec_persicaria_decipiens.jpg
3312,3370.0,Petalostigma pubescens,Hairy Quinine Tree,Small Tree,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical",Sun,"Sand,Loam",Medium,White and yellow,Light green,Unknown,Unknown,Unknown,Unknown,Unknown,
3313,3371.0,Petrea volubis 'Kohautiana',Purple Passion,Climber,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical",Sun,"Sand,Loam,Clay",Medium,Lavender,Mid green,Unknown,Unknown,Unknown,Yes,Unknown,
3314,3372.0,Petrea volubilis,Sandpaper Vine,Climber,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical",Sun,"Sand,Loam,Clay",Medium,Lavender,Mid green,Unknown,Unknown,Unknown,Yes,Medium,http://www.anbg.gov.au/photo/apii/name/Pandorea+pandorana+'Golden+Showers'%25
3315,3373.0,Petroselinum crispum,Parsley,"Annual,Herb",900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,White,Mid green,Unknown,Unknown,Yes,Unknown,Light,images/3373_petcri_petroselinum_crispum_crispum.jpg
3316,3374.0,Petunia 'Blue Cascade',Blue Cascade Petunia,Annual,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,Insignificant,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,http://www.anbg.gov.au/photo/apii/name/Pararchidendron+pruinosum%25
3317,3375.0,Phaedranthus buccinatorius,Blood Vine,Climber,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical",Sun,Loam,Medium,Blue,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
3318,3376.0,Phaius tankervilleae,Nun's Hood Orchid,Orchid,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Low,Red,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,
3319,3377.0,Phalaris 'Variegata',Grass,Grass,1400 to 2000mm,1400.0,2000.0,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,Medium,,Dark green,Unknown,Unknown,Unknown,Unknown,Light,images/3377_phalaris_variegata.jpg
3320,3378.0,Phaleria chermsideana,Scrub Daphne,Small Tree,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Insignificant,Light green and silver,Yes,Unknown,Unknown,Unknown,Unknown,images/3378_phache.jpg
3321,3379.0,Phaleria clerodendron,Native Daphne,Small Tree,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,White,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,images/3379_phaleria_clerodendron.jpg
3322,3380.0,Phaseolatus lunatus,"Lima Bean, Madagascar Bean","Climber,Vegetable",900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,White,Dark green,Unknown,Unknown,Yes,Unknown,Unknown,images/3380_pelargonium_peltatum_pink.jpg
3323,3381.0,Phaseolus caracalla,Snail Flower,Climber,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
3324,3382.0,Phaseolus vulgaris,"Green Bean, Dried Bean","Climber,Vegetable",1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,Pink,Mid green,Unknown,Unknown,Yes,Unknown,Unknown,images/3382_phaseolus_vulgaris.jpg
3325,3383.0,Phebalium squameum,Satin Wood,Shrub,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Medium,White,Mid green,Unknown,Unknown,Unknown,Unknown,Light,
3326,3384.0,Philadelphis coronarius,Sweet Mock Orange,Shrub,900 to 1400mm,900.0,1400.0,"Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Medium,White,Mid green,Unknown,Unknown,Unknown,Unknown,Medium,
3327,3385.0,Philodendron 'Lasseter's Gold',Lasseter's Gold Philodendron,Climber,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,Low,White,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
3328,3386.0,Philodendron 'Ace of Spades',Ace of Spades Philodendron,Climber,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,Low,Insignificant,Yellow and green,Unknown,Unknown,Unknown,Unknown,Unknown,
3329,3387.0,Philodendron 'Congo',Congo Philodendron,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,Low,Insignificant,Bronze,Unknown,Unknown,Unknown,Unknown,Unknown,images/3387_philodendron_congo.jpg
3330,3388.0,Philodendron 'Florida',Florida Philodendron,Climber,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
3331,3389.0,Philodendron 'Millenium',Philodendron,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade","Sand,Loam,Clay",Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3389_philodendron_xanadu.jpg
3332,3390.0,Philodendron 'Autumn',Philodendron,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,Low,Insignificant,Yellow and green,Unknown,Unknown,Unknown,Unknown,Unknown,
3333,3391.0,Philodendron billietiae,Philodendron,Climber,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
3334,3392.0,Philodendron bipinnatifidum 'Compactum',Philodendron,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Sun,Shade,Semi-shade","Sand,Loam,Clay",Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3392_philodendron_bipinnatifidum_compactum.jpg
3335,3393.0,Philodendron bipinnatifidum,Self Heading Philodendron,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Shade,Semi-shade","Sand,Loam,Clay",Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3393_phibip_philodendron_bipinnatifidum.jpg
3336,3394.0,Philodendron bipinnatifidum 'Sarah',Sarah's Dwarf Philodendron,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Shade,Semi-shade","Sand,Loam,Clay",Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
3337,3395.0,Philodendron bipinnatifidum 'Hope',Dwarf Philodendron,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Shade,Semi-shade","Sand,Loam,Clay",Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/3395_philodendron_bipinnatifidum_hope.jpg
3338,3396.0,Philodendron martianum,Fat Boy Philodendron,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade","Sand,Loam",Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
3339,3397.0,Philodendron crassinervium,Philodendron,Climber,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade","Sand,Loam,Clay",Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
3340,3398.0,Philodendron domesticum,Philodendron,Climber,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade","Sand,Loam,Clay",Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
3341,3399.0,Philodendron domesticum 'Painted Lady',Painted Lady Philodendron,Climber,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,Low,Insignificant,Mid green and yellow,Unknown,Unknown,Unknown,Unknown,Unknown,
3342,3400.0,Philodendron elegans,Philodendron,Climber,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
3343,3401.0,Philodendron 'Emerald Duke',Emerald Duke Philodendron,Climber,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
